id,keywords,title,generos_concatenados,concat_kw_genres
11980,angel archangel gabriel menschheit,The Prophecy,Fantasy Horror Thriller,angel archangel gabriel menschheit Fantasy Horror Thriller
58372,trauma game show female protagonist christmas,Reckless,Fantasy Comedy Drama,trauma game show female protagonist christmas Fantasy Comedy Drama
32646,sex chemical medicine housewife pollution quarantine independent film allergy psychiatrist illness disorder retreat multiple chemical sensitivity (mcs) environmental illness,Safe,Drama,sex chemical medicine housewife pollution quarantine independent film allergy psychiatrist illness disorder retreat multiple chemical sensitivity (mcs) environmental illness Drama
10533,based on novel burning of witches puritan pregnancy period drama extramarital affair,The Scarlet Letter,Drama History Romance,based on novel burning of witches puritan pregnancy period drama extramarital affair Drama History Romance
10802,dancing female nudity go-go dancer spanner seduction striptease sexappeal,Showgirls,Drama,dancing female nudity go-go dancer spanner seduction striptease sexappeal Drama
10149,smoking robber cigarette cigar laden independent film writer,Smoke,Comedy Drama,smoking robber cigarette cigar laden independent film writer Comedy Drama
18402,horse savannah based on true story family,Something to Talk About,Comedy,horse savannah based on true story family Comedy
9348,telepathy dna paranoia genetics instinct femme fatale alien on the run decapitation sexual attraction los angeles cocoon genetic engineering scientists alien dna,Species,Science Fiction Horror Action,telepathy dna paranoia genetics instinct femme fatale alien on the run decapitation sexual attraction los angeles cocoon genetic engineering scientists alien dna Science Fiction Horror Action
139408,restaurant oil rural setting,The Stars Fell on Henrietta,Drama,restaurant oil rural setting Drama
281,pornography prostitute rape police brutality dream ex-girlfriend future bodyguard rapper virtual reality dystopia minidisc police ex-cop murder cyberpunk los angeles violence criminal private detective revolt woman director,Strange Days,Crime Drama Science Fiction Thriller,pornography prostitute rape police brutality dream ex-girlfriend future bodyguard rapper virtual reality dystopia minidisc police ex-cop murder cyberpunk los angeles violence criminal private detective revolt woman director Crime Drama Science Fiction Thriller
5967,car mechanic letter musical war single,The Umbrellas of Cherbourg,Drama Romance,car mechanic letter musical war single Drama Romance
47939,baseball drifter dog korean war woman director,Three Wishes,Drama Fantasy,baseball drifter dog korean war woman director Drama Fantasy
36834,mentor poet woman director,Total Eclipse,Drama Romance,mentor poet woman director Drama Romance
9090,transvestism gay new york drag queen homophobia travel road movie woman director,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,transvestism gay new york drag queen homophobia travel road movie woman director Comedy
3512,terrorist pentagon satellite navy seal train,Under Siege 2: Dark Territory,Action Thriller,terrorist pentagon satellite navy seal train Action Thriller
52856,woman director,Unstrung Heroes,Comedy Drama Family,woman director Comedy Drama Family
77350,fashion,Unzipped,Documentary,fashion Documentary
9560,world war ii vineyard love remake pregnancy harvest grape abandoned woman,A Walk in the Clouds,Drama Romance,world war ii vineyard love remake pregnancy harvest grape abandoned woman Drama Romance
9804,ocean tattoo mutant water dystopia doomsday,Waterworld,Adventure Action,ocean tattoo mutant water dystopia doomsday Adventure Action
31611,dystopia black white relations alternative universe,White Man's Burden,Drama,dystopia black white relations alternative universe Drama
65796,opium loss of eyesight biography sioux wild bill hickok calamity jane,Wild Bill,Action Western,opium loss of eyesight biography sioux wild bill hickok calamity jane Action Western
26258,cave waterfall children mistaken identity boy scouts leader,Bushwhacked,Adventure Action Comedy Crime Family,cave waterfall children mistaken identity boy scouts leader Adventure Action Comedy Crime Family
50797,wife husband relationship colonel,Burnt by the Sun,Drama,wife husband relationship colonel Drama
19155,monk mountain restaurant war photographer christian fashion photographer girl violence albanian macedonia,Before the Rain,Drama War,monk mountain restaurant war photographer christian fashion photographer girl violence albanian macedonia Drama War
76,dialogue sunrise talking soulmates walking austria traveller danube bittersweet romantic vienna,Before Sunrise,Drama Romance,dialogue sunrise talking soulmates walking austria traveller danube bittersweet romantic vienna Drama Romance
11017,woman director,Billy Madison,Comedy,woman director Comedy
37141,alcohol obsession babysitter party teenager parents,The Babysitter,Drama Thriller,alcohol obsession babysitter party teenager parents Drama Thriller
9382,aids roommate homicide car journey friendship friends homosexuality escape road movie,Boys on the Side,Comedy Drama,aids roommate homicide car journey friendship friends homosexuality escape road movie Comedy Drama
6715,mississippi,The Cure,Drama Family,mississippi Drama Family
18256,castle voyeurism,Castle Freak,Thriller Drama Horror Mystery,castle voyeurism Thriller Drama Horror Mystery
22625,forbidden love moral conflict independent film,Circle of Friends,Drama Family Romance,forbidden love moral conflict independent film Drama Family Romance
2292,salesclerk loser aftercreditsstinger,Clerks,Comedy,salesclerk loser aftercreditsstinger Comedy
1909,sex addiction love mental institution patient psychiatrist don juan,Don Juan DeMarco,Romance Drama Comedy,sex addiction love mental institution patient psychiatrist don juan Romance Drama Comedy
8984,employee workplace sexual harassment intrigue,Disclosure,Drama Thriller Crime Mystery Romance,employee workplace sexual harassment intrigue Drama Thriller Crime Mystery Romance
61813,vision psychic,Dream Man,Thriller,vision psychic Thriller
4954,terrorist transport of prisoners airplane parachuting suspense,Drop Zone,Action Adventure Thriller,terrorist transport of prisoners airplane parachuting suspense Action Adventure Thriller
62488,heist expectant father,Destiny Turns on the Radio,Crime Comedy Fantasy,heist expectant father Crime Comedy Fantasy
10531,married couple chile pinochet-regime revenge doctor torture humiliation,Death and the Maiden,Drama Thriller Mystery,married couple chile pinochet-regime revenge doctor torture humiliation Drama Thriller Mystery
11929,child abuse detective based on novel bar island suspicion of murder murder suspense dysfunctional family domestic violence reporter maid anger alcoholic accident abusive father abusive husband anti-depressant bangor-maine bank account,Dolores Claiborne,Crime Drama Mystery,child abuse detective based on novel bar island suspicion of murder murder suspense dysfunctional family domestic violence reporter maid anger alcoholic accident abusive father abusive husband anti-depressant bangor-maine bank account Crime Drama Mystery
8467,gas station motel utah stupidity pill prank cigar smoking violence criminal fired from the job clumsiness stepmother stepdaughter relationship sitting on a toilet aspen colorado parakeet defecation scooter hotel suite endangered species foolish laxative,Dumb and Dumber,Comedy,gas station motel utah stupidity pill prank cigar smoking violence criminal fired from the job clumsiness stepmother stepdaughter relationship sitting on a toilet aspen colorado parakeet defecation scooter hotel suite endangered species foolish laxative Comedy
