name,id
FilmTeknik,7931
Persky-Bright Productions,624
Devon,625
Campanile Productions,381
Newman-Foreman Productions,382
Pro-ject Filmproduktion,1448
Road Movies Filmproduktion,8366
Wim Wenders Stiftung,36229
Helvey-Pray Production,5025
Hit Entertainment,6893
Cineplex Odeon Films,35535
Kinowelt Filmproduktion,2051
Mindy Affrime,60710
Bruin Grip Services,5330
Eureka Pictures,1002
Greenestreet Films,2150
Skreba Films,3525
Guber/Peters Company,276
American Werewolf Inc.,606
Lyncanthrope Films,607
Steve White Productions,35872
VPS Studios,84937
De Laurentiis Entertainment Group (DEG),484
Promark Entertainment Group,25690
Spectacor Films,28277
A. Ninety-Three Productions,36394
Media Transactions,75480
American International Pictures (AIP),9266
CFCF-TV,17799
Compagnia Cinematografica Champion,10000
Andy Warhol Productions,10001
Hometown Films,52760
YCTM,77507
Sterobcar Productions,18038
Tonylyn Productions,2548
Compass International Pictures,14323
Empress Film Production Corporation,78004
Vista Street Entertainment,4847
Osiris Films,2019
Dan Curtis Productions,9228
Tribeca Productions,11391
Melville-Talbot Productions,11390
RKO Pictures,4361
Smart Egg Pictures,1531
Jofa Atelier,1959
Prana-Film GmbH,1960
Reteitalia,1242
Scena Film,49589
Marmont Productions,20926
Blood & Wine Productions,20927
Albino Alligator Productions,2533
Phoenix Pictures,11317
Trust Film,123
Danish Film Institute,125
Michael Obel Productions,1011
Digital Image Associates,76068
South Australian Feature Film Company,41999
Sandrews,1728
Epithète Films,7286
M6 Films,1115
Arena Films,1243
Agora Films,15316
Orsans,27118
Les Films de Mindif,27119
Robert Stigwood Organization (RSO),3978
Steamroller Productions,3495
Victor & Grais Productions,23308
Seltzer Films,12186
Zanuck/Brown Productions,1865
Alan Landsburg Productions,4904
MCA  Theatricals,79415
Storyline Entertainment,8797
Peters Entertainment,16774
Silver Screen Partners II,10531
Dimitri Villard Productions,15846
Redhead Productions,17725
MTV Films,746
Prokino Filmproduktion,439
Olga Film GmbH,7930
Turner Pictures,1765
Si Litvinoff Film Production,10927
Max L. Raab Productions,57288
1600 Limited Partnership,76487
Elkins Entertainment,3276
Film Afrika Worldwide,4792
Logo Entertainment,57933
Fish Productions,45505
"Astral Films, Australian Film Commission, The",66255
O.T.A. Productions,36174
Laurentic Film Productions,20147
Torii Production,20148
Roth-Arnold Productions,1560
Sheinberg Productions,38664
Portobello Pictures,486
Ceská Televize,1083
Biograf Jan Svěrák,6419
CinemArt,7976
Space Films,29327
The Czech Republic State Fund for Support and Development of Cinematography,44592
Pale Morning Dun,8841
All Night Productions,8842
Detour Filmproduction,11510
Village Roadshow,6824
Pratt FIlms,6825
Boy of the Year,8855
All Girl Productions,10535
Asymmetrical Productions,373
Lost Highway Productions,374
Mark Johnson Productions,2604
Stand See,15889
Mirabai Films,6235
NDF International,6236
Alliance Communications,579
Q Productions,4729
Esparza / Katz Productions,9313
Warner Bros. Pictures,174
David Kirschner Productions,11050
Turner Feature Animation,90511
Middle Fork Productions,3803
Skylight Cinema Foto Art,16387
St. Tropez Films,55532
Cinema Line Film Corporation,55533
British Columbia Film,10316
Canada Council Media Arts,25686
Boneyard Film Company Inc.,25687
Brad Krevoy & Steve Stabler production,3581
Samson Productions,5368
Banner Entertainment,38764
Baldini Pictures,2705
Slam Pictures,68247
Medusa Pictures,68248
Studio Adam&Eve,40668
Les Films du Rivage,40669
Australian Asset Securities Limited,20196
Rev Kids,20197
Eric's Boy,595
Village Roadshow Pictures Worldwide,28273
Communicado Productions,28274
Virgin Wood Productions,52741
Higgins-Messick-Wayne,38782
Ink Slinger Productions,38783
Law Brothers Entertainment,38662
IJL Creations,38663
UGC Images,1475
Hallmark Entertainment,4056
Showtime Networks,18880
Altamira Pictures Inc.,5099
Aimimage Productions,21629
Agenda,52518
Outlaw Productions (I),19507
.406 Production,3187
Good Dog Productions LLC,5331
Utopia Pictures,5332
Goldwyn Films,720
Jim Henson Pictures,6255
Jerry Bruckheimer Films,130
Hiett Designs of Las Vegas,78338
Runway Pictures Inc,78339
Kasander & Wigman Productions,4506
Nederlands Fonds voor de Film,4508
Woodline Films Ltd.,53268
Blue Tulip Productions,35304
Phaedra Cinema,76425
Curb Entertainment,5993
Bergman Lustig Productions,22290
Hungry Eye Trijbits,52513
Worrell,52514
Remote,52515
Tapestry Films,870
Bates Entertainment,52860
MURDER and murder Production,79654
Les Films Concordia,1714
Permut Presentations,455
Douglas/Reuther Productions,458
Krane Entertainment,25358
Terence Michael Productions,32218
Sanaye Dasti,95106
Timedial Films,76472
Avventura Films,4491
Parkes+MacDonald Image Nation,49325
South Side Amusement Company,43910
First Independent Films,1643
Trap-Two-Zero Productions,1646
Mandeville Films,10227
Across the River Productions,978
Impact Pictures,248
Golar Productions,2484
Pull Down Your Pants Pictures,3907
Todd McFarlane Entertainment,23364
3 Arts Entertainment,787
Alliance Atlantis Communications,803
Fair and Square Productions,8809
Matrix Films,38861
Quincy Jones-David Salzman Entertainment,2554
DC Entertainment,9993
United Artists Pictures,16685
Korsala Productions,3409
Raffaella De Laurentiis Productions,3410
Beacon Communications,919
Radiant Productions,18990
Nina Saxon Film Design,1693
Redeemable Features,1483
Art Linson Productions,8769
DreamWorks SKG,27
Applecross,57435
Reperage & Vanguard Films,57436
Edmonds Entertainment Group (EEG),2923
Image Organization,21084
Pierre David,24075
Prairie Films,14745
A&B Producoes,1519
Popaganda Films,10164
Illusion Entertainment Group,3480
Clyde Is Hungry Films,12263
Canal+ Droits Audiovisuels,53473
Good Film Company,5406
Canadian Film or Video Production Tax Credit (CPTC),8582
Gouvernement du Québec,13306
Satch-Mo,24721
Program de Credits of Impuc,25063
Nunez-Gowan,75348
Lions Gate Films,35
Rampage Entertainment,26144
Def Pictures,38799
Greentrees Films,3798
WGBH,3449
BBC Scotland,3712
Mobile Masterpiece Theatre,3713
Summer Knowledge LLC,1464
Monarchy Enterprises B.V.,676
Taurus Film,20555
Alchemy Filmworks,58247
Kuzui Enterprises,2516
Ben Myron Productions,39836
Icon Productions,152
Tapson Steel Films Productions,820
Aaargh! Animation,93311
Posthorn Pictures,40543
Giv'en Films,40544
Tiger Aspect Productions,686
Nomadic Pictures,12467
Arts Council of England,718
Adventure Films,39696
Dragon Pictures,2997
Ghoulardi Film Company,178
Lawrence Gordon Productions,840
Big Bug Pictures,23434
ASQA Film Partnership,44419
101st Street Films,54684
Intermedia Films,763
First Look International,11054
Avnet/Kerner Productions,34998
Mel's Cite du Cinema,54502
Fox Animation Studios,11231
Fox Family Films,11232
The Big Gun Project,11233
Little Wolf Entertainment,11234
Taurus Films,897
Polar Productions,3415
Butcher's Run Productions,1257
ASK Kodansha,61695
NDF Inc.,61696
Asylum Films,10571
FM Entertainment,26598
Eagle Eye Films Inc.,40739
Gouvernement Canadien,13304
Fonds de télévision et de câblodistribution pour la production d'émissions canadiennes,13305
Lawrence Bender Productions,2253
Be Gentlemen Limited Partnership,23201
The Image Organization,8335
M.O.D. Productions Inc.,58068
Malpaso Company,15298
DreamWorks,7
Konrad Pictures,85
Maven Entertainment,1601
Chase Regency,85976
Miravista Films,29891
Don Quixote,29892
Allied Films,16977
Lightmotive,16978
Leeds/Ben-Ami Productions,27084
Sheen Productions,27085
Producers Network Associates,40014
Heller Highwater Productions,11015
Mystery Clock Cinema,908
J&M Entertainment,12474
Manny Coto Productions,39602
British Broadcasting Corporation (BBC) Television,48136
Stargate Studios,55474
National Lottery,1270
Gruber Bros.,4413
Tomboy Films,24356
Winchester Multimedia PLC,36978
Chan Ye-Cheng,22615
Columbia TriStar,177
Calimari Productions,45518
Zero Film GmbH,2511
Severny Fond,93754
Synchronistic Pictures,1260
Scala Productions,1261
New Amsterdam Entertainment,572
Medusa Film,6246
Stardust International,22269
Samson Films,11571
Zephyr Films,16923
Neue Deutsche Filmgesellschaft (NDF),20521
Pony Canyon,31059
Bandeira Entertainment,377
Rialto Films,8658
Code Entertainment,14589
Seven Arts Pictures,14159
Wildgaze Films,1508
Unthank Films,18987
Goldwyn Entertainment Company,40114
Scala Productionss,68035
Alameda Films,300
Consejo Nacional para la Cultura y las Artes (CONACULTA),22622
MacGillivray Freeman Films,2753
IMAX,3447
Arcturus Motion Pictures,4157
Polartec,4158
Dinamo Entertainment,40675
United Artists Corporation,8213
Jacobs/Mutrux,70166
Office Kitano,567
TV Tokyo,3034
Tokyo FM Broadcasting Co.,6516
Shooting Gallery,1596
Front Street Pictures,3958
Edenstreet Productions,41052
Marlboro Road Gang Productions,60919
Lyrick Studios,91005
Dog Eat Dog Films,26137
Irwin Allen Productions,14024
Prelude Pictures,19902
Saltire Entertainment,30253
Duo Art Productions,21379
Jean Doumanian Productions,16280
Sweetland Films,21716
Magnolia Films,65514
Jasmine Productions Inc.,65515
Westerly Films,37812
Enchanter Entertainment,69984
Manifest Film Company,20719
SE8 Group,5507
Babelsberg Film,19481
Celtridge,55103
Here Studios,51084
Leather Jacket Productions,51085
Goldeco Pictures,51086
Strength Ltd.,4360
Abbas Kiarostami Productions,2938
First Floor Features,938
Almerica Films,3259
Cabin Creek Films,7942
Clipsal Films,10566
Alta Vista,60294
HSX Films,4714
Chase Productions,16517
Compagnie des Films,33882
Compagnie Est-Ouest,41050
Manhattan Project,2478
Gotham Entertainment Group,39288
Toledo Pictures,39838
Centropolis Film Productions,620
Fried Films,11343
Rhino Films,1591
Fear and Loathing LLC,53460
Shark Productions,53461
No Limit Films,16718
DiNovi Pictures,813
Fortis Films,4258
Nordic Screen Production AS,16550
Norsk Filminstitutt,16551
Essential Films,39988
Bayerischer Rundfunk,162
Antidote Films (I),23912
391 Productions,25680
Roland-Film,16754
The Institute for the Intellectual Development of Children & Young Adults,11460
Tritone Productions,29692
Joel Castleberg Productions,40460
Ten Thirteen Productions,545
Treasure Entertainment,21872
Easkel Media,70198
Joseph M. Singer Entertainment,1301
McElroy & McElroy,8808
Picnic Productions Pty. Ltd.,16232
British Empire Films Australia,74363
ShadowCatcher Entertainment,12269
Valhalla Motion Pictures,11533
DreamWorks Pictures,7293
Truth and Soul Pictures Inc,379
Protozoa Pictures,7503
Harvest Filmworks,22566
Plantain Films,22567
Anyway Productions,40240
Reynolds Pictures,74116
Paramount Famous Lasky Corporation,33333
Fox Film Corporation,5488
Two Cities Films,4006
Horizon Pictures,388
Hecht-Lancaster Productions,30724
Seven Arts,8268
Mirisch Pictures,90571
Woodfall Film Productions,1980
Highland Films,571
"Mirisch Corporation, The",13219
Warwick Film Productions,1807
Florin Productions,1323
Jerome Hellman Productions,1324
D'Antoni Productions,646
Schine-Moore Productions,73950
"Allied Stars, Ltd.",8770
Mirage Entertainment,205
Recorded Pictures Company,470
Soprofilms,472
TAO Film,473
Yanco,474
Star Partners II Ltd.,206
The Zanuck Company,80
Palomar Pictures,2380
American Broadcasting Company (ABC),3065
Gus Productions,6174
Edge City,11463
Allagash Films,3076
Henson Associates (HA),24931
Channel Productions,8812
Georgetown Productions Inc.,16779
Sean S. Cunningham Films,17611
"Georgetown Productions, Inc.",7512
Jason Productions,7513
"Friday Four, Inc.",93280
Horror Inc.,62948
Falcon International Productions,22814
Trans Pacific Films,4351
Guardian Trust Company,542
Simcom Limited,15059
Prom Night Productions,15060
Allarcom Limited,15493
British Columbia Television,15494
CFCN Communications,21287
TBA Film,21288
Famous Players,36555
Comweb Productions,61660
Hoya Productions,48184
Universum Film (UFA),12372
Kent Productions,10281
Pathé,7981
Lolita Productions,21143
Hoyts Film Partnership,2848
Behavioral Problem Productions Ltd.,33088
Revolutionary Eye LLC,19397
The Walt Disney Company,10079
New Star Entertainment,1340
Producers Sales Organization (PSO),11670
Buena Vista,32
British Broadcasting Company,8330
Sveriges Television (SVT),3221
Cinematograph AB,7445
Tobis Filmkunst,7448
FilmDallas Pictures,18071
Bountiful Film Partners,18090
Antron Media Production,18094
Ital-Noleggio Cinematografico,4990
Lotar Film Productions,4991
Mafilm,8100
Objektív Film,55540
Buena Vista Distribution Company,20741
Oz Productions Ltd.,15395
Celebrity Productions,3197
Lisberger/Kushner,558
L.A. Films,960
Aspen Film Society,1951
Graveyard Productions,3826
Umbrella-Rosenblum Film Production,9998
Atlantic Releasing Corporation,18947
Virgin Benelux,86083
Virgin Schallplatten,86084
TAFT Entertainment Pictures,965
Sunn Classic Pictures,6177
Hal Roach Studios,2159
Cinema Group,5093
Planet Productions,6562
Angeles Entertainment Group,12591
Inverness Productions,12592
Gatlin,52197
Sullivan Bluth Studios,6422
DeBart,2519
Forensic Films,2813
Toast Films,40126
Andell Entertainment,1683
Blue Guitar Films,40263
Famous Players Limited,16914
Selta Films,25762
International Cinema Corporation (ICC),25765
Cine-Neighbor,25766
Personafilm,7447
Filmédis,17085
Suede Film,26239
Chenault Productions,1684
APJAC Productions,12943
Jerry Lewis Enterprises,22745
Sagittarius Productions,18170
Nepenthe Productions,5016
Watership Productions,47264
Aurora,32178
Mrs. Brisby Ltd.,90400
Don Bluth Productions,90512
Legend Production Company,10215
Jonesfilm,22297
The Jozak Company,69888
Decade,69889
CAT Films,22284
Mimosa Films,22285
Weintraub Entertainment Group,6313
Elrina Investment,23267
Maljack Productions,11506
William Castle Productions,10324
Producers Sales Organization,1256
Bavaria Studios,33772
Four Square Productions,989
Tetragram,55994
Amen Ra Films,421
Imaginary Forces,11321
Marvel Enterprises,19551
Pathé Films,4959
Arenafilm,14591
John Maynard Productions,29115
"Geffen Company, The",4354
"Rainbow Film Company, The",27584
Revere Entertainment,40955
Jagtoria Films,40956
Transatlantic Pictures,1554
FilmColony,1811
Dollface,61337
Bill Plympton Studios,41680
Fidélité Productions,147
Local Films,1123
Imagine Films Entertainment,20743
Knock Films A.V.V.,21848
Val D'Oro Entertainment,21849
Wind Dancer Productions,8116
The Selznik Studio,62
Vanguard Films,614
Skirball Productions,4005
Mayflower Pictures Corporation,14701
Gainsborough Pictures,1221
British International Pictures (BIP),51816
Carlyle Blackwell Productions,1222
Münchner Lichtspielkunst,29577
Spanky Pictures,1566
Feature Film Project,21953
Cube Libre,22207
Harold Greenberg Fund,22208
Odeon Films,22209
Ontario Film Development Corporation,22210
Viacom Canada,22211
Davis Entertainment Classics,7070
Digging to China LLC,7856
"Ministry of Film, The",21085
Filmax,3631
Silver Lion Films,11601
Televisa S.A. de C.V.,55465
Arco Films S.L,55776
Hool/Macdonald Productions,55777
Producciones San Patricia,55778
Medusa Distribuzione,15868
Medusa Produzione,1702
Melvin Simon Productions,2124
Market Street Productions,8829
Amercent Films,5263
American Entertainment Partners L.P.,5264
Mysterious Arts,1072
ABC Motion Pictures,13671
Delphi II Productions,7585
Sherwood,556
Delphi V Productions,1174
ML Delphi Premier Productions,44425
Applied Action,9265
David Brown Productions,903
JD Productions,475
Movieco Australia,21144
Sideshow Pictures,29489
FGM Entertainment,2347
Original Film,333
IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,23861
Fade In Films,40002
Phoenician Films,3901
Apostle,6996
Filmline International,40759
Kaleidoscope Entertainment,2141
Kaleidoscope Productions,38210
Memorial Enterprises,3067
Playboy Enterprises,1431
Avenue Pictures Productions,251
Nu Image Films,925
Millennium Films,10254
Tidewater Pictures Inc.,40244
Pacific Data Images (PDI),520
DreamWorks Animation,521
SNL Studios,2822
Snider Than Thou Productions Inc.,56396
Prometheus Film Productions Ltd,18149
Embassy Pictures Corporation,419
Palo Vista Productions,89303
Peter V. Miller Investment Corp.,89304
ABC Entertainment,18742
Patriot Pictures,2373
Holly Hill Productions,38609
Österreichischer Rundfunk (ORF),3391
Harpo Films,3298
Midwinter Productions Inc.,5550
Larger Than Life Productions,1163
Charter Films Inc.,52758
Melampo Cinematografica,370
Avenging Conscience,2517
Focus Features,10146
Laurel Productions,10697
Darkside Movie,14555
Film Office,23893
Spooky Tooth Productions,23894
Storm King Productions,23895
The Turman-Morrissey Company,924
Flashpoint (I),13495
Lynda Obst Productions,13769
"Bedford Falls Company, The",20634
Single Cell Pictures,279
